start_date_time,RCORR_P
2019-05-23 06:22:00,202.720
2019-05-23 06:23:00,202.240
2019-05-23 06:24:00,200.910
2019-05-23 06:25:00,205.110
2019-05-23 06:26:00,205.970
2019-05-23 06:27:00,199.150
2019-05-23 06:28:00,201.420
2019-05-23 06:29:00,200.760
2019-05-23 06:30:00,200.100
2019-05-23 06:31:00,199.910
2019-05-23 06:32:00,203.490
2019-05-23 06:33:00,202.820
2019-05-23 06:34:00,204.670
2019-05-23 06:35:00,199.300
2019-05-23 06:36:00,198.750
2019-05-23 06:37:00,204.270
2019-05-23 06:38:00,202.830
2019-05-23 06:39:00,197.990
2019-05-23 06:40:00,203.870
2019-05-23 06:41:00,202.330
2019-05-23 06:42:00,201.350
2019-05-23 06:43:00,200.980
2019-05-23 06:44:00,198.530
2019-05-23 06:45:00,201.970
2019-05-23 06:46:00,199.730
2019-05-23 06:47:00,195.630
2019-05-23 06:48:00,206.660
2019-05-23 06:49:00,201.800
2019-05-23 06:50:00,196.480
2019-05-23 06:51:00,206.110
2019-05-23 06:52:00,205.850
2019-05-23 06:53:00,202.050
2019-05-23 06:54:00,200.750
2019-05-23 06:55:00,206.500
2019-05-23 06:56:00,199.000
2019-05-23 06:57:00,198.970
2019-05-23 06:58:00,204.950
2019-05-23 06:59:00,202.260
2019-05-23 07:00:00,203.920
2019-05-23 07:01:00,207.410
2019-05-23 07:02:00,202.500
2019-05-23 07:03:00,198.620
2019-05-23 07:04:00,205.670
2019-05-23 07:05:00,196.830
2019-05-23 07:06:00,203.830
2019-05-23 07:07:00,203.810
2019-05-23 07:08:00,203.290
2019-05-23 07:09:00,198.120
2019-05-23 07:10:00,201.990
2019-05-23 07:11:00,196.120
2019-05-23 07:12:00,203.730
2019-05-23 07:13:00,198.540
2019-05-23 07:14:00,196.580
2019-05-23 07:15:00,199.780
2019-05-23 07:16:00,199.250
2019-05-23 07:17:00,202.190
2019-05-23 07:18:00,200.830
2019-05-23 07:19:00,202.190
2019-05-23 07:20:00,201.700
2019-05-23 07:21:00,204.970
2019-05-23 07:22:00,199.140
2019-05-23 07:23:00,199.360
2019-05-23 07:24:00,203.580
2019-05-23 07:25:00,197.920
2019-05-23 07:26:00,199.530
2019-05-23 07:27:00,204.640
2019-05-23 07:28:00,203.070
2019-05-23 07:29:00,200.390
2019-05-23 07:30:00,206.290
2019-05-23 07:31:00,198.780
2019-05-23 07:32:00,203.790
2019-05-23 07:33:00,206.400
2019-05-23 07:34:00,202.690
2019-05-23 07:35:00,202.710
2019-05-23 07:36:00,196.820
2019-05-23 07:37:00,202.410
2019-05-23 07:38:00,200.000
2019-05-23 07:39:00,201.710
2019-05-23 07:40:00,203.410
2019-05-23 07:41:00,201.830
2019-05-23 07:42:00,204.670
2019-05-23 07:43:00,201.270
2019-05-23 07:44:00,202.710
2019-05-23 07:45:00,200.130
2019-05-23 07:46:00,207.490
2019-05-23 07:47:00,203.850
